0.61719  	0.53487  	-0.6394  	0.05808  	-0.1473  	0.21595  	0.20730  	-0.0102  	0.39355  	-1.0137  	-0.4195  	-0.2224  	0.00100  	-0.7913  	-1.2828  	0.72494  	-0.0082  	0.33493  	0.70431  	0.83551  	0.42570  	0.31826  	-0.5475  	-0.3087  	0.18229  	-0.0930  	-0.4403  	0.61844  	-0.2820  	-0.1286  	-0.3620  	0.14379  	0.44202  	-0.1262  	0.17691  	-0.0363  	0.40828  	-0.0296  	0.03053  	0.50293  	0.21052  	-0.1941  	0.15595  	0.11876  	0.03845  	0.00562  	0.03171  	-0.0658  	-0.0517  	0.02564  	-0.0137  	-0.0074  	-0.0144  	0.01826  	-0.0438  	-0.0171  	0.00242  	-0.0203  	-0.0102  	-0.0229  	-0.0284  	-0.0430  	0.01264  	0.03004  	-0.0579  	0.28950  	-0.1080  	-0.0083  	-0.0094  	0.49635  	1.05554  	124.340  	105.713  	
0.63515  	0.50823  	-0.6795  	0.09983  	-0.0895  	0.17794  	0.23927  	-0.0425  	0.36004  	-0.9961  	-0.5287  	-0.3259  	0.03100  	-0.7192  	-1.2208  	0.66099  	-0.0248  	0.31404  	0.69743  	0.81216  	0.36336  	0.35040  	-0.5655  	-0.2646  	0.27466  	-0.1120  	-0.3815  	0.58471  	-0.2450  	-0.0840  	-0.3897  	0.15552  	0.41963  	-0.1316  	0.20406  	-0.0212  	0.38932  	-0.0432  	0.02816  	0.53005  	0.18240  	-0.1761  	0.14292  	0.13290  	0.02988  	0.00529  	0.02320  	-0.0553  	-0.0475  	0.01861  	-0.0118  	-0.0053  	-0.0154  	0.01608  	-0.0443  	-0.0170  	0.00441  	-0.0281  	-0.0143  	-0.0220  	-0.0258  	-0.0471  	0.01303  	0.03060  	-0.0579  	0.28950  	-0.1080  	-0.0083  	-0.0094  	0.49635  	1.05554  	124.340  	105.713  	
0.58028  	0.48926  	-0.8000  	0.18523  	-0.0417  	0.16146  	0.20402  	-0.0606  	0.34847  	-1.0337  	-0.5486  	-0.2459  	0.03867  	-0.7793  	-1.1551  	0.65561  	-0.0018  	0.30775  	0.68879  	0.85585  	0.37505  	0.35050  	-0.5890  	-0.3025  	0.22739  	-0.0875  	-0.4074  	0.62901  	-0.2258  	-0.1006  	-0.3862  	0.14512  	0.41504  	-0.1158  	0.18804  	-0.0390  	0.37941  	-0.0416  	0.04570  	0.53882  	0.19153  	-0.1760  	0.12337  	0.13372  	0.04514  	0.01050  	0.02286  	-0.0689  	-0.0569  	0.02415  	-0.0128  	-0.0088  	-0.0204  	0.01368  	-0.0441  	-0.0162  	0.00428  	-0.0202  	-0.0067  	-0.0301  	-0.0271  	-0.0421  	0.00976  	0.03179  	-0.0579  	0.28950  	-0.1080  	-0.0083  	-0.0094  	0.49635  	1.05554  	124.340  	105.713  	
0.57126  	0.50742  	-0.7816  	0.14980  	-0.0347  	0.16458  	0.19944  	-0.0434  	0.36460  	-1.0035  	-0.5804  	-0.1958  	0.05935  	-0.7619  	-1.2315  	0.65645  	-0.0153  	0.36666  	0.67945  	0.88406  	0.27932  	0.32072  	-0.5817  	-0.3188  	0.18747  	-0.0828  	-0.4891  	0.74452  	-0.1821  	-0.0970  	-0.3620  	0.13319  	0.44683  	-0.1210  	0.13298  	-0.0426  	0.29712  	-0.0780  	0.09631  	0.54571  	0.22421  	-0.1857  	0.14367  	0.12794  	0.04895  	0.01802  	0.02804  	-0.0674  	-0.0494  	0.02581  	-0.0080  	-0.0094  	-0.0211  	0.00807  	-0.0453  	-0.0163  	-0.0002  	-0.0199  	-0.0135  	-0.0339  	-0.0286  	-0.0346  	0.00211  	0.03293  	-0.0579  	0.28950  	-0.1080  	-0.0083  	-0.0094  	0.49635  	1.05554  	124.340  	105.713  	
0.33505  	0.43924  	-0.9037  	0.02537  	-0.0489  	-0.0429  	0.22809  	-0.1190  	0.32845  	-0.9518  	-0.4783  	-0.2474  	0.02910  	-0.8244  	-1.4347  	0.61844  	-0.0629  	0.44160  	0.68034  	0.98746  	0.18518  	0.31167  	-0.7225  	-0.4018  	0.22601  	-0.0746  	-0.5862  	0.87634  	-0.0463  	-0.1105  	-0.3670  	0.08377  	0.44599  	-0.1210  	0.11718  	0.04927  	0.24088  	-0.1087  	0.11372  	0.57351  	0.25011  	-0.1753  	0.15854  	0.10864  	0.05121  	0.00422  	0.04280  	-0.0597  	-0.0531  	0.02660  	-0.0054  	-0.0097  	-0.0242  	0.00746  	-0.0414  	-0.0243  	0.00972  	-0.0243  	-0.0109  	-0.0288  	-0.0328  	-0.0495  	-0.0016  	0.03734  	-0.0579  	0.28950  	-0.1080  	-0.0083  	-0.0094  	0.49635  	1.05554  	124.340  	105.713  	
0.11158  	0.33848  	-1.0536  	0.07986  	0.04907  	-0.1153  	0.19662  	-0.2041  	0.26765  	-0.9245  	-0.4610  	-0.1644  	-0.0325  	-0.9695  	-1.4335  	0.56504  	-0.0907  	0.47176  	0.69431  	1.04649  	0.11507  	0.27128  	-0.7864  	-0.3713  	0.23057  	-0.0952  	-0.6103  	0.95940  	-0.0086  	-0.0855  	-0.3651  	0.08818  	0.41327  	-0.1018  	0.11126  	0.08546  	0.14888  	-0.1353  	0.13374  	0.60404  	0.18637  	-0.1527  	0.09390  	0.08861  	0.05537  	0.01060  	0.03538  	-0.0789  	-0.0510  	0.01779  	0.00438  	-0.0107  	-0.0282  	0.00876  	-0.0422  	-0.0265  	0.02182  	-0.0176  	-0.0047  	-0.0243  	-0.0408  	-0.0543  	0.00951  	0.03336  	-0.0579  	0.28950  	-0.1080  	-0.0083  	-0.0094  	0.49635  	1.05554  	124.340  	105.713  	
0.32830  	0.38378  	-0.9295  	0.16691  	0.10606  	-0.0044  	0.17807  	-0.1307  	0.29147  	-0.9836  	-0.6120  	-0.1311  	0.02477  	-0.7792  	-1.1509  	0.59290  	-0.0680  	0.40040  	0.69443  	0.96609  	0.20787  	0.28775  	-0.7370  	-0.2933  	0.16806  	-0.0697  	-0.5327  	0.84308  	-0.1103  	-0.1087  	-0.3557  	0.10449  	0.41841  	-0.1164  	0.15503  	0.00855  	0.21094  	-0.1368  	0.08614  	0.61994  	0.18178  	-0.1551  	0.11260  	0.11104  	0.06373  	0.00607  	0.03873  	-0.0696  	-0.0535  	0.01719  	-0.0067  	-0.0181  	-0.0209  	0.00559  	-0.0543  	-0.0270  	0.00715  	-0.0245  	-0.0089  	-0.0209  	-0.0393  	-0.0483  	0.00437  	0.03142  	-0.0579  	0.28950  	-0.1080  	-0.0083  	-0.0094  	0.49635  	1.05554  	124.340  	105.713  	
0.67283  	0.49926  	-0.6701  	0.19057  	-0.0116  	0.25561  	0.23490  	-0.1004  	0.32989  	-0.9697  	-0.8728  	-0.3359  	0.15028  	-0.5994  	-1.0043  	0.50224  	-0.0162  	0.33116  	0.69564  	0.75014  	0.19628  	0.40547  	-0.5684  	-0.3337  	0.28920  	-0.1152  	-0.4018  	0.64112  	-0.1039  	-0.0241  	-0.3648  	0.12201  	0.41469  	-0.1229  	0.16862  	0.01354  	0.25569  	-0.1066  	0.10380  	0.58825  	0.20669  	-0.1818  	0.14597  	0.12464  	0.03309  	0.01177  	0.02272  	-0.0355  	-0.0361  	0.02471  	-0.0010  	-0.0129  	-0.0263  	0.00491  	-0.0426  	-0.0145  	-0.0002  	-0.0195  	-0.0138  	-0.0240  	-0.0318  	-0.0427  	0.00774  	0.02320  	-0.0579  	0.28950  	-0.1080  	-0.0083  	-0.0094  	0.49635  	1.05554  	124.340  	105.713  	
0.66878  	0.51735  	-0.6786  	0.09206  	-0.0458  	0.14599  	0.29746  	-0.1268  	0.31547  	-0.8824  	-0.8119  	-0.4714  	0.14892  	-0.6647  	-1.1527  	0.45364  	-0.0297  	0.33030  	0.72232  	0.75448  	0.19973  	0.40906  	-0.5837  	-0.3255  	0.41903  	-0.1307  	-0.2919  	0.61311  	-0.0818  	-0.0208  	-0.3834  	0.10960  	0.38825  	-0.1303  	0.15185  	0.06266  	0.27970  	-0.0872  	0.12190  	0.59865  	0.20161  	-0.1757  	0.14893  	0.14260  	0.02189  	0.00416  	0.01629  	-0.0228  	-0.0301  	0.01137  	-0.0012  	-0.0103  	-0.0185  	0.01447  	-0.0414  	-0.0143  	0.00065  	-0.0274  	-0.0073  	-0.0176  	-0.0285  	-0.0467  	0.00680  	0.02346  	-0.0579  	0.28950  	-0.1080  	-0.0083  	-0.0094  	0.49635  	1.05554  	124.340  	105.713  	
0.31363  	0.43932  	-0.8691  	-0.0228  	-0.0586  	-0.0539  	0.27994  	-0.1254  	0.24835  	-0.8998  	-0.5736  	-0.4426  	0.02302  	-0.7371  	-1.3412  	0.51344  	-0.0415  	0.34432  	0.71153  	0.88147  	0.30053  	0.37085  	-0.6580  	-0.2125  	0.39537  	-0.1300  	-0.3177  	0.65219  	-0.1363  	-0.0483  	-0.4096  	0.13076  	0.35786  	-0.1421  	0.20211  	0.07652  	0.29079  	-0.0964  	0.04016  	0.62318  	0.18600  	-0.1452  	0.09416  	0.11336  	0.03491  	0.00352  	0.03225  	-0.0751  	-0.0486  	0.02272  	-0.0101  	-0.0089  	-0.0231  	0.01859  	-0.0489  	-0.0367  	0.00778  	-0.0284  	-0.0058  	-0.0165  	-0.0316  	-0.0573  	0.00279  	0.02707  	-0.0579  	0.28950  	-0.1080  	-0.0083  	-0.0094  	0.49635  	1.05554  	124.340  	105.713  	
